shift_date,section,product,planned_units,cycle_time_seconds,shift_type,shift_start,shift_end
2022-08-20,Vorfertigung,Alle,1200,10,Nacht,22:00,06:00
2022-08-21,Montage C,C,43,110,Nacht,22:00,06:00
2022-08-21,Montage B,B,621,100,Nacht,22:00,06:00
2022-08-21,Montage A,A,536,120,Nacht,22:00,06:00
2022-08-21,Vorfertigung,Alle,1760,10,Spät,14:00,22:00
2022-08-22,Montage C,C,186,110,Nacht,22:00,06:00
2022-08-22,Montage A,A,1164,120,Nacht,22:00,06:00
2022-08-22,Montage B,B,410,100,Früh,06:00,14:00
2022-08-22,Vorfertigung,Alle,1470,10,Spät,14:00,22:00
2022-08-23,Vorfertigung,Alle,940,10,Spät,14:00,22:00
2022-08-23,Montage A,A,1017,120,Spät,14:00,22:00
2022-08-23,Montage B,B,86,100,Nacht,22:00,06:00
2022-08-23,Montage C,C,367,110,Nacht,22:00,06:00
2022-08-24,Montage B,B,375,100,Nacht,22:00,06:00
2022-08-24,Montage A,A,97,120,Früh,06:00,14:00
2022-08-24,Montage C,C,468,110,Nacht,22:00,06:00
2022-08-24,Vorfertigung,Alle,1380,10,Früh,06:00,14:00
2022-08-25,Montage C,C,353,110,Spät,14:00,22:00
2022-08-25,Vorfertigung,Alle,1220,10,Nacht,22:00,06:00
2022-08-25,Montage A,A,603,120,Früh,06:00,14:00
2022-08-25,Montage B,B,424,100,Früh,06:00,14:00
2022-08-26,Montage C,C,446,110,Nacht,22:00,06:00
2022-08-26,Vorfertigung,Alle,1520,10,Spät,14:00,22:00
2022-08-26,Montage B,B,666,100,Spät,14:00,22:00
2022-08-26,Montage A,A,108,120,Spät,14:00,22:00
2022-08-27,Montage C,C,416,110,Früh,06:00,14:00
2022-08-27,Montage A,A,1062,120,Früh,06:00,14:00
2022-08-27,Montage B,B,42,100,Früh,06:00,14:00
2022-08-27,Vorfertigung,Alle,1200,10,Früh,06:00,14:00
2022-08-28,Montage C,C,27,110,Spät,14:00,22:00
2022-08-28,Montage B,B,79,100,Nacht,22:00,06:00
2022-08-28,Montage A,A,1094,120,Früh,06:00,14:00
2022-08-28,Vorfertigung,Alle,1340,10,Früh,06:00,14:00
2022-08-29,Montage B,B,283,100,Spät,14:00,22:00
2022-08-29,Vorfertigung,Alle,1470,10,Nacht,22:00,06:00
2022-08-29,Montage A,A,447,120,Nacht,22:00,06:00
2022-08-29,Montage C,C,610,110,Spät,14:00,22:00
2022-08-30,Montage B,B,1188,100,Spät,14:00,22:00
2022-08-30,Montage A,A,113,120,Nacht,22:00,06:00
2022-08-30,Montage C,C,169,110,Früh,06:00,14:00
2022-08-30,Vorfertigung,Alle,1540,10,Nacht,22:00,06:00
2022-08-31,Vorfertigung,Alle,1130,10,Spät,14:00,22:00
2022-08-31,Montage A,A,135,120,Früh,06:00,14:00
2022-08-31,Montage B,B,135,100,Früh,06:00,14:00
2022-08-31,Montage C,C,1270,110,Spät,14:00,22:00
2022-09-01,Vorfertigung,Alle,1310,10,Spät,14:00,22:00
2022-09-01,Montage B,B,367,100,Spät,14:00,22:00
2022-09-01,Montage C,C,220,110,Nacht,22:00,06:00
2022-09-01,Montage A,A,543,120,Nacht,22:00,06:00
2022-09-02,Vorfertigung,Alle,1280,10,Früh,06:00,14:00
2022-09-02,Montage B,B,152,100,Spät,14:00,22:00
2022-09-02,Montage A,A,640,120,Früh,06:00,14:00
2022-09-02,Montage C,C,518,110,Früh,06:00,14:00
2022-09-03,Montage B,B,362,100,Früh,06:00,14:00
2022-09-03,Montage A,A,443,120,Früh,06:00,14:00
2022-09-03,Vorfertigung,Alle,1250,10,Spät,14:00,22:00
2022-09-03,Montage C,C,475,110,Früh,06:00,14:00
2022-09-04,Montage B,B,707,100,Spät,14:00,22:00
2022-09-04,Montage A,A,184,120,Spät,14:00,22:00
2022-09-04,Vorfertigung,Alle,1740,10,Nacht,22:00,06:00
2022-09-04,Montage C,C,359,110,Spät,14:00,22:00
2022-09-05,Montage A,A,150,120,Nacht,22:00,06:00
2022-09-05,Montage C,C,277,110,Spät,14:00,22:00
2022-09-05,Vorfertigung,Alle,1470,10,Spät,14:00,22:00
2022-09-05,Montage B,B,1313,100,Spät,14:00,22:00
2022-09-06,Vorfertigung,Alle,1140,10,Nacht,22:00,06:00
2022-09-06,Montage A,A,279,120,Nacht,22:00,06:00
2022-09-06,Montage B,B,843,100,Früh,06:00,14:00
2022-09-06,Montage C,C,348,110,Nacht,22:00,06:00
2022-09-07,Montage C,C,287,110,Nacht,22:00,06:00
2022-09-07,Montage B,B,817,100,Nacht,22:00,06:00
2022-09-07,Montage A,A,36,120,Nacht,22:00,06:00
2022-09-07,Vorfertigung,Alle,1580,10,Früh,06:00,14:00
2022-09-08,Montage A,A,301,120,Nacht,22:00,06:00
2022-09-08,Montage C,C,1168,110,Spät,14:00,22:00
2022-09-08,Vorfertigung,Alle,1830,10,Spät,14:00,22:00
2022-09-08,Montage B,B,111,100,Nacht,22:00,06:00
2022-09-09,Montage B,B,351,100,Nacht,22:00,06:00
2022-09-09,Montage C,C,1033,110,Spät,14:00,22:00
2022-09-09,Montage A,A,446,120,Spät,14:00,22:00
2022-09-09,Vorfertigung,Alle,1610,10,Früh,06:00,14:00
2022-09-10,Montage C,C,287,110,Spät,14:00,22:00
2022-09-10,Montage A,A,1196,120,Spät,14:00,22:00
2022-09-10,Montage B,B,127,100,Nacht,22:00,06:00
2022-09-10,Vorfertigung,Alle,1100,10,Spät,14:00,22:00
2022-09-11,Vorfertigung,Alle,1310,10,Früh,06:00,14:00
2022-09-11,Montage A,A,187,120,Spät,14:00,22:00
2022-09-11,Montage B,B,891,100,Nacht,22:00,06:00
2022-09-11,Montage C,C,22,110,Nacht,22:00,06:00
2022-09-12,Montage C,C,627,110,Spät,14:00,22:00
2022-09-12,Montage A,A,253,120,Nacht,22:00,06:00
2022-09-12,Montage B,B,430,100,Früh,06:00,14:00
2022-09-12,Vorfertigung,Alle,1670,10,Früh,06:00,14:00
2022-09-13,Montage B,B,1274,100,Spät,14:00,22:00
2022-09-13,Montage C,C,87,110,Spät,14:00,22:00
2022-09-13,Vorfertigung,Alle,1280,10,Spät,14:00,22:00
2022-09-13,Montage A,A,309,120,Nacht,22:00,06:00
2022-09-14,Montage B,B,69,100,Früh,06:00,14:00
2022-09-14,Montage A,A,953,120,Früh,06:00,14:00
2022-09-14,Vorfertigung,Alle,1510,10,Nacht,22:00,06:00
2022-09-14,Montage C,C,258,110,Früh,06:00,14:00
2022-09-15,Montage C,C,195,110,Spät,14:00,22:00
2022-09-15,Vorfertigung,Alle,1580,10,Spät,14:00,22:00
2022-09-15,Montage B,B,121,100,Spät,14:00,22:00
2022-09-15,Montage A,A,1194,120,Früh,06:00,14:00
2022-09-16,Montage C,C,452,110,Spät,14:00,22:00
2022-09-16,Montage B,B,562,100,Nacht,22:00,06:00
2022-09-16,Montage A,A,566,120,Nacht,22:00,06:00
2022-09-16,Vorfertigung,Alle,1240,10,Früh,06:00,14:00
2022-09-17,Montage B,B,430,100,Nacht,22:00,06:00
2022-09-17,Vorfertigung,Alle,1420,10,Nacht,22:00,06:00
2022-09-17,Montage C,C,159,110,Früh,06:00,14:00
2022-09-17,Montage A,A,651,120,Spät,14:00,22:00
2022-09-18,Montage C,C,1126,110,Spät,14:00,22:00
2022-09-18,Montage B,B,94,100,Spät,14:00,22:00
2022-09-18,Montage A,A,200,120,Früh,06:00,14:00
2022-09-18,Vorfertigung,Alle,790,10,Nacht,22:00,06:00
2022-09-19,Vorfertigung,Alle,1240,10,Spät,14:00,22:00
2022-09-19,Montage C,C,244,110,Spät,14:00,22:00
2022-09-19,Montage B,B,202,100,Früh,06:00,14:00
2022-09-19,Montage A,A,344,120,Spät,14:00,22:00
2022-09-20,Montage A,A,914,120,Früh,06:00,14:00
2022-09-20,Montage C,C,274,110,Nacht,22:00,06:00
2022-09-20,Vorfertigung,Alle,1390,10,Früh,06:00,14:00
2022-09-20,Montage B,B,52,100,Früh,06:00,14:00
2022-09-21,Montage C,C,15,110,Früh,06:00,14:00
2022-09-21,Montage B,B,787,100,Früh,06:00,14:00
2022-09-21,Montage A,A,588,120,Nacht,22:00,06:00
2022-09-21,Vorfertigung,Alle,1200,10,Nacht,22:00,06:00
2022-09-22,Vorfertigung,Alle,1780,10,Spät,14:00,22:00
2022-09-22,Montage C,C,179,110,Nacht,22:00,06:00
2022-09-22,Montage B,B,579,100,Nacht,22:00,06:00
2022-09-22,Montage A,A,442,120,Spät,14:00,22:00
2022-09-23,Montage A,A,427,120,Nacht,22:00,06:00
2022-09-23,Montage C,C,439,110,Früh,06:00,14:00
2022-09-23,Montage B,B,914,100,Früh,06:00,14:00
2022-09-23,Vorfertigung,Alle,1170,10,Spät,14:00,22:00
2022-09-24,Montage C,C,558,110,Spät,14:00,22:00
2022-09-24,Montage B,B,513,100,Spät,14:00,22:00
2022-09-24,Vorfertigung,Alle,1370,10,Früh,06:00,14:00
2022-09-24,Montage A,A,99,120,Nacht,22:00,06:00
2022-09-25,Montage B,B,396,100,Früh,06:00,14:00
2022-09-25,Montage C,C,810,110,Spät,14:00,22:00
2022-09-25,Montage A,A,164,120,Nacht,22:00,06:00
2022-09-25,Vorfertigung,Alle,1490,10,Nacht,22:00,06:00
2022-09-26,Montage B,B,269,100,Früh,06:00,14:00
2022-09-26,Montage C,C,54,110,Spät,14:00,22:00
2022-09-26,Vorfertigung,Alle,1750,10,Früh,06:00,14:00
2022-09-26,Montage A,A,1167,120,Nacht,22:00,06:00
2022-09-27,Montage A,A,1192,120,Früh,06:00,14:00
2022-09-27,Montage C,C,38,110,Früh,06:00,14:00
2022-09-27,Vorfertigung,Alle,1180,10,Spät,14:00,22:00
2022-09-27,Montage B,B,520,100,Spät,14:00,22:00
2022-09-28,Vorfertigung,Alle,1710,10,Nacht,22:00,06:00
2022-09-28,Montage B,B,453,100,Früh,06:00,14:00
2022-09-28,Montage A,A,564,120,Früh,06:00,14:00
2022-09-28,Montage C,C,163,110,Früh,06:00,14:00
2022-09-29,Montage B,B,596,100,Nacht,22:00,06:00
2022-09-29,Vorfertigung,Alle,1480,10,Nacht,22:00,06:00
2022-09-29,Montage A,A,1048,120,Spät,14:00,22:00
2022-09-29,Montage C,C,66,110,Spät,14:00,22:00
2022-09-30,Montage B,B,1180,100,Spät,14:00,22:00
2022-09-30,Montage A,A,297,120,Früh,06:00,14:00
2022-09-30,Vorfertigung,Alle,1280,10,Früh,06:00,14:00
2022-09-30,Montage C,C,3,110,Spät,14:00,22:00
2022-10-01,Montage B,B,386,100,Früh,06:00,14:00
2022-10-01,Vorfertigung,Alle,1580,10,Spät,14:00,22:00
2022-10-01,Montage A,A,308,120,Nacht,22:00,06:00
2022-10-01,Montage C,C,586,110,Spät,14:00,22:00
2022-10-02,Vorfertigung,Alle,1530,10,Nacht,22:00,06:00
2022-10-02,Montage C,C,199,110,Früh,06:00,14:00
2022-10-02,Montage A,A,1182,120,Spät,14:00,22:00
2022-10-02,Montage B,B,199,100,Früh,06:00,14:00
2022-10-03,Montage C,C,177,110,Nacht,22:00,06:00
2022-10-03,Montage A,A,933,120,Nacht,22:00,06:00
2022-10-03,Vorfertigung,Alle,1370,10,Nacht,22:00,06:00
2022-10-03,Montage B,B,420,100,Früh,06:00,14:00
2022-10-04,Montage A,A,871,120,Früh,06:00,14:00
2022-10-04,Vorfertigung,Alle,1510,10,Früh,06:00,14:00
2022-10-04,Montage C,C,280,110,Früh,06:00,14:00
2022-10-04,Montage B,B,219,100,Nacht,22:00,06:00
2022-10-05,Montage A,A,282,120,Nacht,22:00,06:00
2022-10-05,Montage C,C,1006,110,Spät,14:00,22:00
2022-10-05,Montage B,B,222,100,Spät,14:00,22:00
2022-10-05,Vorfertigung,Alle,1420,10,Früh,06:00,14:00
2022-10-06,Montage B,B,532,100,Nacht,22:00,06:00
2022-10-06,Montage C,C,612,110,Nacht,22:00,06:00
2022-10-06,Montage A,A,276,120,Nacht,22:00,06:00
2022-10-06,Vorfertigung,Alle,1520,10,Spät,14:00,22:00
2022-10-07,Montage C,C,230,110,Spät,14:00,22:00
2022-10-07,Montage B,B,1275,100,Nacht,22:00,06:00
2022-10-07,Montage A,A,15,120,Nacht,22:00,06:00
2022-10-07,Vorfertigung,Alle,1640,10,Nacht,22:00,06:00
2022-10-08,Montage B,B,67,100,Spät,14:00,22:00
2022-10-08,Montage C,C,223,110,Nacht,22:00,06:00
2022-10-08,Montage A,A,1350,120,Nacht,22:00,06:00
2022-10-08,Vorfertigung,Alle,1830,10,Früh,06:00,14:00
2022-10-09,Montage C,C,195,110,Früh,06:00,14:00
2022-10-09,Montage A,A,25,120,Spät,14:00,22:00
2022-10-09,Montage B,B,1610,100,Nacht,22:00,06:00
2022-10-09,Vorfertigung,Alle,1260,10,Nacht,22:00,06:00
2022-10-10,Montage A,A,483,120,Früh,06:00,14:00
2022-10-10,Vorfertigung,Alle,1940,10,Spät,14:00,22:00
2022-10-10,Montage B,B,37,100,Früh,06:00,14:00
2022-10-10,Montage C,C,740,110,Früh,06:00,14:00
2022-10-11,Montage B,B,1612,100,Früh,06:00,14:00
2022-10-11,Vorfertigung,Alle,1130,10,Früh,06:00,14:00
2022-10-11,Montage A,A,166,120,Nacht,22:00,06:00
2022-10-11,Montage C,C,162,110,Nacht,22:00,06:00
2022-10-12,Montage B,B,47,100,Früh,06:00,14:00
2022-10-12,Vorfertigung,Alle,1490,10,Spät,14:00,22:00
2022-10-12,Montage A,A,270,120,Spät,14:00,22:00
2022-10-12,Montage C,C,813,110,Spät,14:00,22:00
2022-10-13,Montage A,A,518,120,Spät,14:00,22:00
2022-10-13,Montage C,C,930,110,Früh,06:00,14:00
2022-10-13,Montage B,B,42,100,Nacht,22:00,06:00
2022-10-13,Vorfertigung,Alle,1640,10,Spät,14:00,22:00
2022-10-14,Vorfertigung,Alle,1590,10,Früh,06:00,14:00
2022-10-14,Montage A,A,514,120,Spät,14:00,22:00
2022-10-14,Montage C,C,494,110,Spät,14:00,22:00
2022-10-14,Montage B,B,632,100,Früh,06:00,14:00
2022-10-15,Montage A,A,542,120,Nacht,22:00,06:00
2022-10-15,Vorfertigung,Alle,1410,10,Nacht,22:00,06:00
2022-10-15,Montage B,B,869,100,Früh,06:00,14:00
2022-10-15,Montage C,C,179,110,Nacht,22:00,06:00
2022-10-16,Montage C,C,807,110,Früh,06:00,14:00
2022-10-16,Montage B,B,547,100,Früh,06:00,14:00
2022-10-16,Montage A,A,56,120,Früh,06:00,14:00
2022-10-16,Vorfertigung,Alle,1500,10,Nacht,22:00,06:00
2022-10-17,Vorfertigung,Alle,1440,10,Früh,06:00,14:00
2022-10-17,Montage A,A,386,120,Spät,14:00,22:00
2022-10-17,Montage B,B,261,100,Nacht,22:00,06:00
2022-10-17,Montage C,C,853,110,Nacht,22:00,06:00
2022-10-18,Vorfertigung,Alle,1430,10,Nacht,22:00,06:00
2022-10-18,Montage A,A,1050,120,Nacht,22:00,06:00
2022-10-18,Montage C,C,339,110,Spät,14:00,22:00
2022-10-18,Montage B,B,51,100,Nacht,22:00,06:00
2022-10-19,Montage C,C,17,110,Nacht,22:00,06:00
2022-10-19,Montage B,B,651,100,Früh,06:00,14:00
2022-10-19,Montage A,A,762,120,Nacht,22:00,06:00
2022-10-19,Vorfertigung,Alle,1720,10,Spät,14:00,22:00
2022-10-20,Montage B,B,278,100,Spät,14:00,22:00
2022-10-20,Montage A,A,265,120,Spät,14:00,22:00
2022-10-20,Vorfertigung,Alle,1620,10,Spät,14:00,22:00
2022-10-20,Montage C,C,1177,110,Nacht,22:00,06:00
2022-10-21,Vorfertigung,Alle,1420,10,Nacht,22:00,06:00
2022-10-21,Montage A,A,19,120,Spät,14:00,22:00
2022-10-21,Montage C,C,1499,110,Spät,14:00,22:00
2022-10-21,Montage B,B,102,100,Nacht,22:00,06:00
2022-10-22,Vorfertigung,Alle,1740,10,Spät,14:00,22:00
2022-10-22,Montage A,A,183,120,Früh,06:00,14:00
2022-10-22,Montage C,C,253,110,Spät,14:00,22:00
2022-10-22,Montage B,B,984,100,Spät,14:00,22:00
2022-10-23,Vorfertigung,Alle,1620,10,Früh,06:00,14:00
2022-10-23,Montage B,B,291,100,Früh,06:00,14:00
2022-10-23,Montage A,A,110,120,Nacht,22:00,06:00
2022-10-23,Montage C,C,1339,110,Nacht,22:00,06:00
2022-10-24,Montage B,B,681,100,Früh,06:00,14:00
2022-10-24,Montage A,A,744,120,Früh,06:00,14:00
2022-10-24,Montage C,C,195,110,Nacht,22:00,06:00
2022-10-24,Vorfertigung,Alle,1730,10,Spät,14:00,22:00
2022-10-25,Montage A,A,1137,120,Früh,06:00,14:00
2022-10-25,Montage C,C,357,110,Nacht,22:00,06:00
2022-10-25,Montage B,B,236,100,Spät,14:00,22:00
2022-10-25,Vorfertigung,Alle,1700,10,Früh,06:00,14:00
2022-10-26,Montage A,A,1627,120,Spät,14:00,22:00
2022-10-26,Montage C,C,64,110,Nacht,22:00,06:00
2022-10-26,Vorfertigung,Alle,1410,10,Früh,06:00,14:00
2022-10-26,Montage B,B,9,100,Spät,14:00,22:00
2022-10-27,Montage B,B,82,100,Früh,06:00,14:00
2022-10-27,Montage C,C,613,110,Spät,14:00,22:00
2022-10-27,Vorfertigung,Alle,1460,10,Nacht,22:00,06:00
2022-10-27,Montage A,A,715,120,Nacht,22:00,06:00
2022-10-28,Montage C,C,892,110,Früh,06:00,14:00
2022-10-28,Montage B,B,219,100,Spät,14:00,22:00
2022-10-28,Montage A,A,349,120,Früh,06:00,14:00
2022-10-28,Vorfertigung,Alle,1730,10,Früh,06:00,14:00
2022-10-29,Montage C,C,215,110,Spät,14:00,22:00
2022-10-29,Montage A,A,1216,120,Spät,14:00,22:00
2022-10-29,Montage B,B,299,100,Spät,14:00,22:00
2022-10-29,Vorfertigung,Alle,1710,10,Nacht,22:00,06:00
2022-10-30,Montage C,C,317,110,Früh,06:00,14:00
2022-10-30,Vorfertigung,Alle,1580,10,Früh,06:00,14:00
2022-10-30,Montage A,A,486,120,Nacht,22:00,06:00
2022-10-30,Montage B,B,907,100,Spät,14:00,22:00
2022-10-31,Vorfertigung,Alle,1610,10,Nacht,22:00,06:00
2022-10-31,Montage B,B,360,100,Nacht,22:00,06:00
2022-10-31,Montage C,C,550,110,Nacht,22:00,06:00
2022-10-31,Montage A,A,670,120,Früh,06:00,14:00
2022-11-01,Vorfertigung,Alle,1850,10,Nacht,22:00,06:00
2022-11-01,Montage A,A,238,120,Früh,06:00,14:00
2022-11-01,Montage B,B,144,100,Früh,06:00,14:00
2022-11-01,Montage C,C,1228,110,Früh,06:00,14:00
2022-11-02,Vorfertigung,Alle,1480,10,Spät,14:00,22:00
2022-11-02,Montage B,B,77,100,Früh,06:00,14:00
2022-11-02,Montage C,C,1036,110,Früh,06:00,14:00
2022-11-02,Montage A,A,737,120,Spät,14:00,22:00
2022-11-03,Montage A,A,218,120,Früh,06:00,14:00
2022-11-03,Vorfertigung,Alle,1710,10,Nacht,22:00,06:00
2022-11-03,Montage B,B,736,100,Nacht,22:00,06:00
2022-11-03,Montage C,C,526,110,Früh,06:00,14:00
2022-11-04,Montage C,C,602,110,Spät,14:00,22:00
2022-11-04,Vorfertigung,Alle,1570,10,Nacht,22:00,06:00
2022-11-04,Montage B,B,44,100,Spät,14:00,22:00
2022-11-04,Montage A,A,1064,120,Spät,14:00,22:00
2022-11-05,Montage C,C,225,110,Nacht,22:00,06:00
2022-11-05,Montage A,A,588,120,Spät,14:00,22:00
2022-11-05,Vorfertigung,Alle,1570,10,Nacht,22:00,06:00
2022-11-05,Montage B,B,757,100,Spät,14:00,22:00
2022-11-06,Vorfertigung,Alle,1830,10,Nacht,22:00,06:00
2022-11-06,Montage B,B,463,100,Früh,06:00,14:00
2022-11-06,Montage A,A,38,120,Nacht,22:00,06:00
2022-11-06,Montage C,C,1069,110,Nacht,22:00,06:00
2022-11-07,Montage B,B,275,100,Nacht,22:00,06:00
2022-11-07,Montage C,C,465,110,Nacht,22:00,06:00
2022-11-07,Vorfertigung,Alle,1780,10,Spät,14:00,22:00
2022-11-07,Montage A,A,1090,120,Früh,06:00,14:00
2022-11-08,Montage B,B,1682,100,Nacht,22:00,06:00
2022-11-08,Montage A,A,12,120,Spät,14:00,22:00
2022-11-08,Vorfertigung,Alle,1780,10,Früh,06:00,14:00
2022-11-08,Montage C,C,86,110,Früh,06:00,14:00
2022-11-09,Montage C,C,724,110,Früh,06:00,14:00
2022-11-09,Montage B,B,287,100,Früh,06:00,14:00
2022-11-09,Montage A,A,769,120,Nacht,22:00,06:00
2022-11-09,Vorfertigung,Alle,1880,10,Nacht,22:00,06:00
2022-11-10,Vorfertigung,Alle,1630,10,Spät,14:00,22:00
2022-11-10,Montage B,B,1089,100,Spät,14:00,22:00
2022-11-10,Montage C,C,142,110,Spät,14:00,22:00
2022-11-10,Montage A,A,649,120,Früh,06:00,14:00
2022-11-11,Vorfertigung,Alle,1770,10,Früh,06:00,14:00
2022-11-11,Montage A,A,8,120,Nacht,22:00,06:00
2022-11-11,Montage B,B,97,100,Früh,06:00,14:00
2022-11-11,Montage C,C,1525,110,Früh,06:00,14:00
2022-11-12,Montage C,C,417,110,Früh,06:00,14:00
2022-11-12,Vorfertigung,Alle,1570,10,Spät,14:00,22:00
2022-11-12,Montage B,B,413,100,Spät,14:00,22:00
2022-11-12,Montage A,A,940,120,Nacht,22:00,06:00
2022-11-13,Montage A,A,458,120,Früh,06:00,14:00
2022-11-13,Vorfertigung,Alle,1700,10,Früh,06:00,14:00
2022-11-13,Montage C,C,1031,110,Nacht,22:00,06:00
2022-11-13,Montage B,B,81,100,Früh,06:00,14:00
2022-11-14,Montage C,C,708,110,Früh,06:00,14:00
2022-11-14,Montage B,B,467,100,Spät,14:00,22:00
2022-11-14,Vorfertigung,Alle,1620,10,Nacht,22:00,06:00
2022-11-14,Montage A,A,525,120,Nacht,22:00,06:00
2022-11-15,Montage B,B,188,100,Nacht,22:00,06:00
2022-11-15,Vorfertigung,Alle,1660,10,Nacht,22:00,06:00
2022-11-15,Montage A,A,49,120,Spät,14:00,22:00
2022-11-15,Montage C,C,1383,110,Spät,14:00,22:00
2022-11-16,Montage A,A,111,120,Früh,06:00,14:00
2022-11-16,Montage B,B,1187,100,Früh,06:00,14:00
2022-11-16,Montage C,C,362,110,Früh,06:00,14:00
2022-11-16,Vorfertigung,Alle,1770,10,Früh,06:00,14:00
2022-11-17,Vorfertigung,Alle,1490,10,Spät,14:00,22:00
2022-11-17,Montage B,B,474,100,Nacht,22:00,06:00
2022-11-17,Montage C,C,611,110,Spät,14:00,22:00
2022-11-17,Montage A,A,685,120,Früh,06:00,14:00
2022-11-18,Vorfertigung,Alle,2070,10,Spät,14:00,22:00
2022-11-18,Montage A,A,769,120,Nacht,22:00,06:00
2022-11-18,Montage C,C,507,110,Nacht,22:00,06:00
2022-11-18,Montage B,B,214,100,Spät,14:00,22:00
2022-11-19,Montage A,A,298,120,Spät,14:00,22:00
2022-11-19,Vorfertigung,Alle,1460,10,Spät,14:00,22:00
2022-11-19,Montage C,C,1271,110,Früh,06:00,14:00
2022-11-19,Montage B,B,501,100,Spät,14:00,22:00
2022-11-20,Vorfertigung,Alle,1420,10,Spät,14:00,22:00
2022-11-20,Montage B,B,222,100,Spät,14:00,22:00
2022-11-20,Montage A,A,1209,120,Nacht,22:00,06:00
2022-11-20,Montage C,C,29,110,Nacht,22:00,06:00
2022-11-21,Montage B,B,1018,100,Früh,06:00,14:00
2022-11-21,Montage A,A,343,120,Früh,06:00,14:00
2022-11-21,Montage C,C,59,110,Nacht,22:00,06:00
2022-11-21,Vorfertigung,Alle,1900,10,Nacht,22:00,06:00
2022-11-22,Montage A,A,651,120,Nacht,22:00,06:00
2022-11-22,Montage C,C,386,110,Spät,14:00,22:00
2022-11-22,Vorfertigung,Alle,1830,10,Spät,14:00,22:00
2022-11-22,Montage B,B,863,100,Nacht,22:00,06:00
2022-11-23,Montage C,C,86,110,Spät,14:00,22:00
2022-11-23,Vorfertigung,Alle,1800,10,Spät,14:00,22:00
2022-11-23,Montage B,B,124,100,Früh,06:00,14:00
2022-11-23,Montage A,A,1620,120,Nacht,22:00,06:00
2022-11-24,Montage B,B,391,100,Nacht,22:00,06:00
2022-11-24,Montage C,C,666,110,Spät,14:00,22:00
2022-11-24,Montage A,A,743,120,Nacht,22:00,06:00
2022-11-24,Vorfertigung,Alle,1800,10,Früh,06:00,14:00
2022-11-25,Montage B,B,199,100,Früh,06:00,14:00
2022-11-25,Vorfertigung,Alle,1680,10,Früh,06:00,14:00
2022-11-25,Montage A,A,400,120,Nacht,22:00,06:00
2022-11-25,Montage C,C,1201,110,Nacht,22:00,06:00
2022-11-26,Montage A,A,867,120,Nacht,22:00,06:00
2022-11-26,Montage C,C,172,110,Nacht,22:00,06:00
2022-11-26,Montage B,B,641,100,Nacht,22:00,06:00
2022-11-26,Vorfertigung,Alle,1510,10,Früh,06:00,14:00
2022-11-27,Montage A,A,938,120,Spät,14:00,22:00
2022-11-27,Montage B,B,471,100,Früh,06:00,14:00
2022-11-27,Montage C,C,101,110,Nacht,22:00,06:00
2022-11-27,Vorfertigung,Alle,1700,10,Früh,06:00,14:00
2022-11-28,Montage A,A,752,120,Nacht,22:00,06:00
2022-11-28,Montage B,B,44,100,Nacht,22:00,06:00
2022-11-28,Vorfertigung,Alle,1560,10,Früh,06:00,14:00
2022-11-28,Montage C,C,904,110,Nacht,22:00,06:00
2022-11-29,Montage A,A,584,120,Spät,14:00,22:00
2022-11-29,Montage B,B,203,100,Nacht,22:00,06:00
2022-11-29,Vorfertigung,Alle,1890,10,Spät,14:00,22:00
2022-11-29,Montage C,C,773,110,Spät,14:00,22:00
2022-11-30,Vorfertigung,Alle,1670,10,Nacht,22:00,06:00
2022-11-30,Montage C,C,618,110,Früh,06:00,14:00
2022-11-30,Montage A,A,776,120,Spät,14:00,22:00
2022-11-30,Montage B,B,496,100,Früh,06:00,14:00
2022-12-01,Montage A,A,433,120,Spät,14:00,22:00
2022-12-01,Montage C,C,762,110,Nacht,22:00,06:00
2022-12-01,Vorfertigung,Alle,1540,10,Nacht,22:00,06:00
2022-12-01,Montage B,B,475,100,Spät,14:00,22:00
2022-12-02,Montage B,B,856,100,Nacht,22:00,06:00
2022-12-02,Vorfertigung,Alle,1640,10,Spät,14:00,22:00
2022-12-02,Montage A,A,366,120,Nacht,22:00,06:00
2022-12-02,Montage C,C,318,110,Früh,06:00,14:00
2022-12-03,Montage C,C,9,110,Nacht,22:00,06:00
2022-12-03,Montage A,A,985,120,Früh,06:00,14:00
2022-12-03,Montage B,B,646,100,Nacht,22:00,06:00
2022-12-03,Vorfertigung,Alle,1790,10,Früh,06:00,14:00
2022-12-04,Montage C,C,89,110,Nacht,22:00,06:00
2022-12-04,Montage A,A,545,120,Früh,06:00,14:00
2022-12-04,Montage B,B,1156,100,Spät,14:00,22:00
2022-12-04,Vorfertigung,Alle,1600,10,Spät,14:00,22:00
2022-12-05,Montage A,A,401,120,Früh,06:00,14:00
2022-12-05,Montage B,B,1182,100,Nacht,22:00,06:00
2022-12-05,Montage C,C,17,110,Früh,06:00,14:00
2022-12-05,Vorfertigung,Alle,1550,10,Nacht,22:00,06:00
2022-12-06,Montage C,C,969,110,Spät,14:00,22:00
2022-12-06,Montage A,A,449,120,Nacht,22:00,06:00
2022-12-06,Montage B,B,132,100,Spät,14:00,22:00
2022-12-06,Vorfertigung,Alle,1770,10,Nacht,22:00,06:00
2022-12-07,Vorfertigung,Alle,1770,10,Nacht,22:00,06:00
2022-12-07,Montage C,C,161,110,Nacht,22:00,06:00
2022-12-07,Montage A,A,886,120,Früh,06:00,14:00
